"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sst2_number","Input.sst2","Answer.taskAnswers","Approve","Reject"
"308KJXFUKZ7RHH4K1LU3HCIHWVRAT4","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:43 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:43 PST 2022","","","33F859I56EE8I2GBX7ICMOUNBIKHBJ","A1PUHCEBSOWETV","Approved","Sun Jan 30 20:48:43 PST 2022","Sun Jan 30 20:49:43 PST 2022","Wed Feb 02 20:49:43 PST 2022","Wed Feb 02 20:50:27 PST 2022","","","60","100% (474/474)","100% (175/175)","0% (0/0)","15","<mark style=""background-color: hsl(120, 75%, 90%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 68%); opacity:1.0;                     line-height:1.75""><font color=""black""> utterly                    </font></mark><mark style=""background-color: hsl(120, 75%, 67%); opacity:1.0;                     line-height:1.75""><font color=""black""> absorbing                    </font></mark><mark style=""background-color: hsl(0, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"308KJXFUKZ7RHH4K1LU3HCIHWVRAT4","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:43 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:43 PST 2022","","","39K0FND3APGPR6CUIQYTJIIDAMWAMO","A1WY3YGT618GC0","Approved","Sun Jan 30 20:29:50 PST 2022","Sun Jan 30 20:32:47 PST 2022","Wed Feb 02 20:32:47 PST 2022","Wed Feb 02 20:33:27 PST 2022","","","177","100% (48/48)","100% (10/10)","0% (0/0)","15","<mark style=""background-color: hsl(120, 75%, 90%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 68%); opacity:1.0;                     line-height:1.75""><font color=""black""> utterly                    </font></mark><mark style=""background-color: hsl(120, 75%, 67%); opacity:1.0;                     line-height:1.75""><font color=""black""> absorbing                    </font></mark><mark style=""background-color: hsl(0, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""non_red_in"":""utterly"",""sentiment_radio"":{""0"":false,""1"":true}}]"
"308KJXFUKZ7RHH4K1LU3HCIHWVRAT4","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:43 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:43 PST 2022","","","30MVJZJNHUELLFW4NN717VFC0AM9J7","A2HM35CWB7IIFM","Approved","Sun Jan 30 20:53:43 PST 2022","Sun Jan 30 20:54:27 PST 2022","Wed Feb 02 20:54:27 PST 2022","Wed Feb 02 20:55:27 PST 2022","","","44","100% (316/316)","100% (240/240)","0% (0/0)","15","<mark style=""background-color: hsl(120, 75%, 90%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(0, 75%, 68%); opacity:1.0;                     line-height:1.75""><font color=""black""> utterly                    </font></mark><mark style=""background-color: hsl(120, 75%, 67%); opacity:1.0;                     line-height:1.75""><font color=""black""> absorbing                    </font></mark><mark style=""background-color: hsl(0, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_green_in"":""utterly"",""non_green_in"":""begin, end"",""non_red_in"":""utterly"",""sentiment_radio"":{""0"":false,""1"":true}}]"
"30P8I9JKPQM9O3WSBK31AJQG1265V9","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:43 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:43 PST 2022","","","3TU5ZICBRL22TXH7DLLW40WNUZZ8QB","A12R2U6TBB3OOG","Approved","Sun Jan 30 21:09:23 PST 2022","Sun Jan 30 21:12:23 PST 2022","Wed Feb 02 21:12:23 PST 2022","Wed Feb 02 21:12:27 PST 2022","","","180","100% (254/254)","0% (0/0)","0% (0/0)","24","<mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 93%); opacity:1.0;                     line-height:1.75""><font color=""black""> this                    </font></mark><mark style=""background-color: hsl(0, 75%, 93%); opacity:1.0;                     line-height:1.75""><font color=""black""> new                    </font></mark><mark style=""background-color: hsl(0, 75%, 100%); opacity:1.0;                     line-height:1.75""><font color=""black""> jangle                    </font></mark><mark style=""background-color: hsl(0, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> of                    </font></mark><mark style=""background-color: hsl(0, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> noise                    </font></mark><mark style=""background-color: hsl(0, 75%, 99%); opacity:1.0;                     line-height:1.75""><font color=""black""> ,                    </font></mark><mark style=""background-color: hsl(120, 75%, 75%); opacity:1.0;                     line-height:1.75""><font color=""black""> mayhem                    </font></mark><mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> and                    </font></mark><mark style=""background-color: hsl(120, 75%, 62%); opacity:1.0;                     line-height:1.75""><font color=""black""> stupidity                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_red_in"":""mayhem,stupidity"",""non_green_in"":""mayhem,stupidity"",""sentiment_radio"":{""0"":true,""1"":false}}]"
"30P8I9JKPQM9O3WSBK31AJQG1265V9","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:43 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:43 PST 2022","","","3PDJHANYKDH2CQZG1G14B88VXH96HN","A1PUHCEBSOWETV","Approved","Sun Jan 30 20:47:31 PST 2022","Sun Jan 30 20:48:44 PST 2022","Wed Feb 02 20:48:44 PST 2022","Wed Feb 02 20:49:27 PST 2022","","","73","100% (474/474)","100% (175/175)","0% (0/0)","24","<mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 93%); opacity:1.0;                     line-height:1.75""><font color=""black""> this                    </font></mark><mark style=""background-color: hsl(0, 75%, 93%); opacity:1.0;                     line-height:1.75""><font color=""black""> new                    </font></mark><mark style=""background-color: hsl(0, 75%, 100%); opacity:1.0;                     line-height:1.75""><font color=""black""> jangle                    </font></mark><mark style=""background-color: hsl(0, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> of                    </font></mark><mark style=""background-color: hsl(0, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> noise                    </font></mark><mark style=""background-color: hsl(0, 75%, 99%); opacity:1.0;                     line-height:1.75""><font color=""black""> ,                    </font></mark><mark style=""background-color: hsl(120, 75%, 75%); opacity:1.0;                     line-height:1.75""><font color=""black""> mayhem                    </font></mark><mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> and                    </font></mark><mark style=""background-color: hsl(120, 75%, 62%); opacity:1.0;                     line-height:1.75""><font color=""black""> stupidity                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"30P8I9JKPQM9O3WSBK31AJQG1265V9","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:43 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:43 PST 2022","","","3LKC68YZ3I4AYM09WB9YTB49X5JWO5","A2HM35CWB7IIFM","Approved","Sun Jan 30 21:09:10 PST 2022","Sun Jan 30 21:10:03 PST 2022","Wed Feb 02 21:10:03 PST 2022","Wed Feb 02 21:10:27 PST 2022","","","53","100% (316/316)","100% (240/240)","0% (0/0)","24","<mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 93%); opacity:1.0;                     line-height:1.75""><font color=""black""> this                    </font></mark><mark style=""background-color: hsl(0, 75%, 93%); opacity:1.0;                     line-height:1.75""><font color=""black""> new                    </font></mark><mark style=""background-color: hsl(0, 75%, 100%); opacity:1.0;                     line-height:1.75""><font color=""black""> jangle                    </font></mark><mark style=""background-color: hsl(0, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> of                    </font></mark><mark style=""background-color: hsl(0, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> noise                    </font></mark><mark style=""background-color: hsl(0, 75%, 99%); opacity:1.0;                     line-height:1.75""><font color=""black""> ,                    </font></mark><mark style=""background-color: hsl(120, 75%, 75%); opacity:1.0;                     line-height:1.75""><font color=""black""> mayhem                    </font></mark><mark style=""background-color: hsl(0, 75%, 98%); opacity:1.0;                     line-height:1.75""><font color=""black""> and                    </font></mark><mark style=""background-color: hsl(120, 75%, 62%); opacity:1.0;                     line-height:1.75""><font color=""black""> stupidity                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_red_in"":""mayhem, stupidity"",""non_green_in"":""mayhem, stupidity"",""sentiment_radio"":{""0"":true,""1"":false}}]"
"31S7M7DAHOR8D0VOYCJTQQYSQ7QLTX","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:42 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:42 PST 2022","","","3H7XDTSHKKSM69JB8SWQO2V76JOWGE","A12R2U6TBB3OOG","Approved","Sun Jan 30 20:47:26 PST 2022","Sun Jan 30 20:50:53 PST 2022","Wed Feb 02 20:50:53 PST 2022","Wed Feb 02 20:51:27 PST 2022","","","207","100% (254/254)","0% (0/0)","0% (0/0)","10","<mark style=""background-color: hsl(0, 75%, 81%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> this                    </font></mark><mark style=""background-color: hsl(120, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black""> surprisingly                    </font></mark><mark style=""background-color: hsl(120, 75%, 64%); opacity:1.0;                     line-height:1.75""><font color=""black""> decent                    </font></mark><mark style=""background-color: hsl(0, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> flick                    </font></mark><mark style=""background-color: hsl(0, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 89%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""non_red_in"":""flick"",""sentiment_radio"":{""0"":false,""1"":true}}]"
"31S7M7DAHOR8D0VOYCJTQQYSQ7QLTX","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:42 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:42 PST 2022","","","3G2UL9A02LF5J1T4O7FSKVJ1JED67L","A1PUHCEBSOWETV","Approved","Sun Jan 30 20:47:14 PST 2022","Sun Jan 30 20:48:35 PST 2022","Wed Feb 02 20:48:35 PST 2022","Wed Feb 02 20:49:27 PST 2022","","","81","100% (474/474)","100% (175/175)","0% (0/0)","10","<mark style=""background-color: hsl(0, 75%, 81%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> this                    </font></mark><mark style=""background-color: hsl(120, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black""> surprisingly                    </font></mark><mark style=""background-color: hsl(120, 75%, 64%); opacity:1.0;                     line-height:1.75""><font color=""black""> decent                    </font></mark><mark style=""background-color: hsl(0, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> flick                    </font></mark><mark style=""background-color: hsl(0, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 89%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"31S7M7DAHOR8D0VOYCJTQQYSQ7QLTX","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:42 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:42 PST 2022","","","37W3JXSD6E9MS04B2YIWV22BBFFWYD","AKJ8CNFZH73K6","Approved","Sun Jan 30 20:50:30 PST 2022","Sun Jan 30 20:52:12 PST 2022","Wed Feb 02 20:52:12 PST 2022","Wed Feb 02 20:52:27 PST 2022","","","102","100% (18/18)","0% (0/0)","0% (0/0)","10","<mark style=""background-color: hsl(0, 75%, 81%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 96%); opacity:1.0;                     line-height:1.75""><font color=""black""> this                    </font></mark><mark style=""background-color: hsl(120, 75%, 85%); opacity:1.0;                     line-height:1.75""><font color=""black""> surprisingly                    </font></mark><mark style=""background-color: hsl(120, 75%, 64%); opacity:1.0;                     line-height:1.75""><font color=""black""> decent                    </font></mark><mark style=""background-color: hsl(0, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> flick                    </font></mark><mark style=""background-color: hsl(0, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(0, 75%, 89%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""sentiment_radio"":{""0"":false,""1"":true}}]"
"32L724R86TL8V7UBWSDWT053K0BIPB","3AKZZJBHGYYE100YAWALXHUE2GSBE0","Sentiment Analysis with Help from Interpretations","Use highlighted words to help you identify the sentiment of a short movie review.","sentiment, text, movie reivew","$1.00","Sun Jan 30 20:29:43 PST 2022","3","BatchId:4659548;OriginalHitTemplateId:928390909;","780","259200","Sun Feb 06 20:29:43 PST 2022","","","3IXQG4FA21ZF3WYSZVUK97WZS5BB9M","A12R2U6TBB3OOG","Approved","Sun Jan 30 20:42:10 PST 2022","Sun Jan 30 20:43:36 PST 2022","Wed Feb 02 20:43:36 PST 2022","Wed Feb 02 20:44:27 PST 2022","","","86","100% (254/254)","0% (0/0)","0% (0/0)","21","<mark style=""background-color: hsl(120, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black""> [BEGIN]                    </font></mark><mark style=""background-color: hsl(120, 75%, 95%); opacity:1.0;                     line-height:1.75""><font color=""black""> are                    </font></mark><mark style=""background-color: hsl(0, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black""> undermined                    </font></mark><mark style=""background-color: hsl(0, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black""> by                    </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> the                    </font></mark><mark style=""background-color: hsl(120, 75%, 83%); opacity:1.0;                     line-height:1.75""><font color=""black""> movie                    </font></mark><mark style=""background-color: hsl(0, 75%, 84%); opacity:1.0;                     line-height:1.75""><font color=""black""> 's                    </font></mark><mark style=""background-color: hsl(120, 75%, 80%); opacity:1.0;                     line-height:1.75""><font color=""black""> presentation                    </font></mark><mark style=""background-color: hsl(120, 75%, 93%); opacity:1.0;                     line-height:1.75""><font color=""black""> ,                    </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> which                    </font></mark><mark style=""background-color: hsl(0, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black""> is                    </font></mark><mark style=""background-color: hsl(120, 75%, 94%); opacity:1.0;                     line-height:1.75""><font color=""black""> way                    </font></mark><mark style=""background-color: hsl(120, 75%, 97%); opacity:1.0;                     line-height:1.75""><font color=""black""> too                    </font></mark><mark style=""background-color: hsl(120, 75%, 79%); opacity:1.0;                     line-height:1.75""><font color=""black""> stagy                    </font></mark><mark style=""background-color: hsl(0, 75%, 92%); opacity:1.0;                     line-height:1.75""><font color=""black"">                     </font></mark><mark style=""background-color: hsl(120, 75%, 100%); opacity:1.0;                     line-height:1.75""><font color=""black""> [END]                    </font></mark>","[{""fiat_red_in"":""stagy"",""non_green_in"":""stagy"",""sentiment_radio"":{""0"":true,""1"":false}}]"
